City,Country,Quality of Life Index,Purchasing Power Index,Safety Index,Healthcare Index,Cost of Living Index,Property Price to Income Ratio,Traffic Commute Time Index,Pollution Index,Climate Index,Year,Continent,Latitude,Longitude
Los Angeles,United States,12.112299465240643,48.135030437188725,59.744861800141734,21.184419713831467,59.57135898684853,41.05263157894736,0.0,0.0,96.83737646001796,2022,North America,34.0536909,-118.242766
New York,United States,6.671122994652418,19.225235196458225,66.07606898180958,24.96025437201908,8.889430102289353,0.0,46.79110201994375,18.622300058377093,68.37376460017968,2022,North America,40.7127281,-74.0060152
Detroit,United States,0.0,30.348644161593803,0.5433498700685103,24.999999999999993,80.29712615684363,100.0,40.859115315776,15.936952714535906,43.88140161725067,2022,North America,42.3315509,-83.0466403
Raleigh,United States,100.0,75.60619339760444,95.05325443786981,73.01879837817916,77.97619047619045,80.95794392523365,73.33850530126713,87.84163987138263,75.95687331536388,2021,North America,35.7803977,-78.6390989
Madison,United States,91.40119462419115,59.30470347648262,98.84023668639055,85.07187615186142,84.71320346320347,76.16822429906541,95.78484613395398,93.91077170418006,18.02336028751123,2021,North America,43.074761,-89.3837613
Columbus,United States,89.90791438526632,72.18813905930469,73.79881656804734,67.7478805750092,72.70021645021646,89.48598130841121,90.69045771916214,82.39549839228295,53.33333333333334,2021,North America,39.9622601,-83.0007065
Austin,United States,86.59780985564959,83.26029798422435,91.85798816568047,54.847032805012894,100.0,76.16822429906541,68.55443496250325,60.38987138263664,72.72237196765498,2021,North America,30.2711286,-97.7436995
Charlotte,United States,84.34544549527129,69.19368974583698,72.0,66.6052340582381,73.97186147186147,82.94392523364486,65.78743211792087,76.12540192926045,76.26235399820305,2021,North America,35.2272086,-80.8430827
Richmond,United States,80.91090094574415,49.138182880514165,70.03550295857987,66.53151492812385,85.74134199134198,73.24766355140187,100.0,69.71463022508038,71.26684636118597,2021,North America,37.5385087,-77.43428
San Diego,United States,80.72424091587857,58.559742915571135,90.1775147928994,52.85661629192778,53.51731601731602,56.89252336448597,69.38194983191106,62.86173633440514,99.6765498652291,2021,North America,32.7174202,-117.1627728
Buffalo,United States,77.6505724240916,32.515337423312886,70.10650887573964,77.51566531514929,73.18722943722943,94.62616822429906,99.45694336695112,82.99839228295819,44.600179694519326,2021,North America,42.8867166,-78.8783922
Dallas,United States,76.9785963165754,100.0,58.93491124260355,36.12237375598968,95.23809523809524,90.65420560747663,65.7098525989139,49.035369774919594,72.3090745732255,2021,North America,32.7762719,-96.7968559
Seattle,United States,75.87108013937284,70.94653812445225,60.35502958579882,65.16771102100994,28.463203463203456,57.00934579439251,49.28885440910267,75.7435691318328,90.062893081761,2021,North America,47.6038321,-122.3300624
Kansas City,United States,74.63912394225983,59.772129710780014,35.97633136094675,86.95171396977518,84.25324675324676,91.47196261682244,88.80268942332557,68.91077170418005,60.14375561545372,2021,North America,39.100105,-94.5781416
Portland,United States,70.7690393230463,41.00204498977506,61.18343195266272,66.4577957980096,57.68398268398267,67.40654205607476,71.24385828807863,70.57877813504822,86.16352201257861,2021,North America,45.5202471,-122.6741949
San Jose,United States,70.71926331508212,85.67046450482033,66.46153846153847,64.20936232952452,58.03571428571429,39.25233644859812,58.23635893457461,39.75080385852089,96.89128481581311,2021,North America,37.3361905,-121.890583
Reno,United States,69.67396714783477,63.61378907391178,68.66272189349112,23.70070033173609,88.25757575757576,75.93457943925233,91.88001034393587,68.2475884244373,37.14285714285714,2021,North America,39.5261206,-119.8126581
Tampa,United States,68.00647088103537,45.96844872918492,60.07100591715977,47.290821968300776,55.38419913419913,78.97196261682242,64.10654253943625,73.11093247588423,77.37646001796945,2021,North America,27.9477595,-82.458444
Saint Louis,United States,67.09805873568939,69.57347356120363,10.106508875739644,94.24990785108734,85.9577922077922,96.02803738317758,86.55288337212309,56.91318327974276,59.55076370170709,2021,North America,38.6264256,-90.1995853
Cincinnati,United States,65.70433051269288,56.22261174408414,62.10650887573964,47.769996314043475,98.37662337662337,89.01869158878505,92.42306697698474,45.217041800643074,56.83737646001796,2021,North America,39.1014537,-84.5124602
Nashville,United States,64.68392234942758,58.282208588957054,63.50295857988166,30.00368595650572,75.35173160173159,82.35981308411215,56.24515128006206,61.5152733118971,74.41150044923629,2021,North America,36.1622767,-86.7742984
Indianapolis,United States,64.4723743155799,69.47122407245107,40.35502958579881,63.398451898267616,93.01948051948051,92.64018691588785,81.61365399534523,49.31672025723471,50.871518418688225,2021,North America,39.7683331,-86.1583502
Jacksonville,United States,62.55599800895967,55.90125620800468,39.218934911242606,50.38702543309991,82.60281385281385,83.29439252336448,65.68399275924492,55.74758842443729,83.0188679245283,2021,North America,30.3321838,-81.655651
San Antonio,United States,62.182677949228484,46.37744668419514,61.37278106508876,59.89679321784004,95.7521645021645,88.08411214953271,77.91569692267907,42.92604501607716,70.02695417789757,2021,North America,29.4246002,-98.4951405
Tucson,United States,61.908909905425595,32.529944493134686,57.01775147928993,11.942499078510856,88.79870129870127,81.30841121495327,81.17403672097234,80.72749196141478,55.795148247978425,2021,North America,32.2228765,-110.9748477
Minneapolis,United States,61.884021901443504,57.376570260005835,52.92307692307692,83.4500552893476,47.42965367965368,74.88317757009345,62.24463408326868,79.98392282958199,14.106019766397125,2021,North America,44.9772995,-93.2654692
Spokane,United States,61.56047784967647,23.89716622845457,47.66863905325444,28.93475856984886,71.69913419913419,54.08878504672896,95.42280837858806,93.58922829581994,45.84007187780773,2021,North America,47.6571934,-117.4235106
Boston,United States,61.16226978596319,39.146947122407255,92.5207100591716,71.17582012532255,28.977272727272705,21.144859813084082,39.332816136539954,78.95900321543408,54.123989218328845,2021,North America,42.3602534,-71.0582912
Sacramento,United States,59.955201592832275,42.88635699678644,60.47337278106508,50.460744563214156,62.9599567099567,50.35046728971962,86.992500646496,42.04180064308681,88.10422282120395,2021,North America,38.5810606,-121.493895
Albuquerque,United States,59.39522150323544,45.91002044989776,10.887573964497037,39.62403243641726,93.39826839826839,81.42523364485982,91.82829066459789,82.77733118971061,45.732255166217435,2021,North America,35.0841034,-106.650985
Pittsburgh,United States,57.81483325037334,40.4177621969033,87.19526627218934,70.14375230372283,54.95129870129871,86.6822429906542,58.36565813291957,42.24276527331189,54.84276729559747,2021,North America,40.4416941,-79.9900861
Orlando,United States,56.71976107516176,35.232252410166524,53.680473372781066,24.65904902322152,82.84632034632035,79.90654205607476,61.41711921386087,61.776527331189705,81.97663971248876,2021,North America,28.5421109,-81.3790304
Denver,United States,55.06470881035342,65.38124452234882,74.46153846153847,48.322889789900486,70.45454545454547,66.93925233644859,62.24463408326868,47.2668810289389,26.361185983827493,2021,North America,39.7392364,-104.9848623
Anchorage,United States,54.865604778496774,51.19777972538709,26.88757396449704,19.75672687062293,21.076839826839844,83.17757009345794,86.57874321179209,100.0,0.0,2021,North America,61.2163129,-149.894852
Houston,United States,54.31806869089101,92.22903885480574,25.37278106508876,58.45927018061188,91.69372294372295,92.28971962616822,49.1336953710887,20.578778135048225,78.92183288409703,2021,North America,29.7589382,-95.3676974
Salt Lake City,United States,53.40965654554505,77.98714577855681,100.0,57.390342793955014,97.70021645021644,35.864485981308405,65.21851564520301,6.591639871382625,44.76190476190475,2021,North America,40.7596198,-111.8867975
Atlanta,United States,53.18566450970634,69.82179374817412,29.846153846153847,42.49907851087358,64.33982683982684,73.83177570093457,47.71140418929403,43.14710610932474,86.46900269541779,2021,North America,33.7489924,-84.3902644
Washington,United States,53.17322050771528,58.252994449313476,39.71597633136095,54.62587541467009,42.234848484848484,59.696261682242984,51.357641582622186,54.54180064308681,71.89577717879605,2021,North America,38.8950368,-77.0365427
Oakland,United States,50.36087605774018,28.732106339468302,25.53846153846154,85.10873571691857,28.165584415584405,24.999999999999986,59.322472200672365,62.15836012861735,98.45462713387242,2021,North America,37.8044557,-122.2713563
San Francisco,United States,47.013439522150335,79.34560327198365,43.76331360946746,34.50055289347586,17.992424242424264,24.766355140186903,24.127230411171467,38.10289389067523,100.0,2021,North America,37.7790262,-122.419906
Cleveland,United States,46.31657541065207,9.377738825591589,23.526627218934905,100.0,65.9090909090909,96.14485981308411,69.537108869925,59.64630225080385,56.60377358490565,2021,North America,41.4996562,-81.6936813
Honolulu,United States,46.04280736684919,5.536079462459839,72.63905325443787,61.223737559896804,11.038961038961034,15.88785046728971,50.271528316524446,59.284565916398705,96.53189577717879,2021,North America,21.2890997,-157.717299
Baltimore,United States,41.786958685913376,43.95267309377739,0.0,76.52045705860668,72.1590909090909,88.20093457943925,76.26066718386346,32.03376205787778,71.21293800539082,2021,North America,39.2908816,-76.610759
Phoenix,United States,39.73369835739176,63.19018404907976,53.27810650887574,39.69775156653151,90.01623376623375,78.03738317757009,74.3728988880269,18.669614147909954,21.832884097035034,2021,North America,33.4484367,-112.074141
Miami,United States,38.27775012444002,16.695880806310264,50.79289940828402,26.280869885735335,59.14502164502164,55.37383177570093,44.55650374967676,54.07958199356912,79.20934411500448,2021,North America,25.7741728,-80.19362
Las Vegas,United States,36.47336983573918,54.44054922582531,43.59763313609468,0.0,84.09090909090908,81.07476635514018,86.03568657874321,26.54742765273312,28.37376460017969,2021,North America,36.1672559,-115.148516
Milwaukee,United States,36.174713787954204,6.93835816535203,14.343195266272186,36.564688536675284,51.51515151515153,79.67289719626169,82.98422549780192,73.91479099678456,34.77088948787062,2021,North America,43.0349931,-87.922497
Chicago,United States,34.482329517172744,49.211218229623135,23.195266272189343,39.071138960560255,53.084415584415595,70.79439252336448,47.995862425652966,45.81993569131831,44.025157232704395,2021,North America,41.8755616,-87.6244212
Philadelphia,United States,26.6052762568442,18.127373648846056,31.005917159763317,50.01842978252855,56.49350649350648,65.77102803738316,55.41763641065425,28.476688102893874,65.35489667565139,2021,North America,39.9527237,-75.1635262
New York,United States,23.39472374315578,39.97955010224949,65.44378698224853,21.48912642830814,0.0,0.0,45.25471942073959,17.564308681672017,68.37376460017968,2021,North America,40.7127281,-74.0060152
Los Angeles,United States,15.61722249875558,37.80309669880223,62.011834319526635,20.34647991153703,48.91774891774891,31.4252336448598,0.0,0.0,96.83737646001796,2021,North America,34.0536909,-118.242766
Detroit,United States,0.0,0.0,2.6982248520710073,26.05971249539256,81.89935064935064,100.0,37.289888802689426,15.75562700964629,43.88140161725067,2021,North America,42.3315509,-83.0466403
Raleigh,United States,100.0,86.96558915537017,95.03448275862068,78.8315326130452,78.72784150156414,88.63134657836645,75.69988801791715,91.95704580319965,75.95687331536388,2020,North America,35.7803977,-78.6390989
Columbus,United States,88.0345930576946,82.88581856100102,72.27586206896552,70.02801120448176,76.90302398331596,97.9028697571744,93.7010078387458,82.68682884067499,53.33333333333334,2020,North America,39.9622601,-83.0007065
Madison,United States,87.72657268096198,59.60636079249217,100.0,91.51660664265704,92.10114702815433,81.78807947019868,100.0,99.16721455182994,18.02336028751123,2020,North America,43.074761,-89.3837613
Charlotte,United States,85.03731785333491,85.64911366006254,69.24137931034483,74.06962785114044,71.94994786235661,91.61147902869757,64.58566629339305,78.06267806267806,76.26235399820305,2020,North America,35.2272086,-80.8430827
Austin,United States,81.42400189551003,87.56517205422313,86.64367816091954,57.78311324529813,83.9676746611053,79.24944812362031,70.2127659574468,60.026298487836954,72.72237196765498,2020,North America,30.2711286,-97.7436995
San Diego,United States,77.83437981281841,67.2705943691345,84.9425287356322,58.943577430972375,67.20542231491137,61.14790286975718,72.28443449048152,61.18781503396888,99.6765498652291,2020,North America,32.7174202,-117.1627728
Kansas City,United States,72.53879872053076,73.05787278415015,32.344827586206904,91.9567827130852,80.37017726798749,98.23399558498896,93.1410974244121,66.5790050405435,60.14375561545372,2020,North America,39.100105,-94.5781416
Dallas,United States,71.25932946333374,100.0,54.87356321839081,39.055622248899546,83.34202294056308,94.03973509933775,70.63269876819709,43.8088976550515,72.3090745732255,2020,North America,32.7762719,-96.7968559
Seattle,United States,70.92761521146784,71.49374348279457,61.44827586206897,71.34853941576633,37.095933263816484,56.73289183222958,48.376259798432244,75.49857549857549,90.062893081761,2020,North America,47.6038321,-122.3300624
Tampa,United States,69.49413576590452,62.05683003128257,54.45977011494253,47.819127651060406,85.76642335766425,87.74834437086092,66.09742441209406,75.73964497041419,77.37646001796945,2020,North America,27.9477595,-82.458444
Jacksonville,United States,65.9045136832129,55.16162669447341,37.88505747126437,73.70948379351738,66.2930135557873,96.35761589403974,71.41657334826428,69.42800788954635,83.0188679245283,2020,North America,30.3321838,-81.655651
Portland,United States,65.70311574458005,44.6298227320125,58.252873563218394,67.70708283313323,55.70907194994788,70.97130242825608,72.98432250839865,72.95638834100373,86.16352201257861,2020,North America,45.5202471,-122.6741949
San Jose,United States,64.64873830114915,84.59332638164753,70.71264367816092,58.143257302921135,55.683003128258605,46.02649006622517,59.65845464725644,32.697786543940396,96.89128481581311,2020,North America,37.3361905,-121.890583
Cincinnati,United States,64.51842198791614,69.38216892596454,55.14942528735632,50.700280112044794,100.0,94.26048565121413,96.7525195968645,43.91847468770545,56.83737646001796,2020,North America,39.1014537,-84.5124602
San Antonio,United States,61.31974884492358,49.29614181438999,61.24137931034482,65.78631452581034,89.2075078206465,93.26710816777042,78.10750279955207,50.51501205347359,70.02695417789757,2020,North America,29.4246002,-98.4951405
Minneapolis,United States,60.79848359199146,63.347236704900936,55.60919540229885,92.23689475790317,60.740354535974966,86.20309050772627,63.63381858902576,78.56673241288625,14.106019766397125,2020,North America,44.9772995,-93.2654692
Pittsburgh,United States,60.17059590095959,58.0031282586027,84.50574712643679,65.70628251300518,68.7956204379562,96.7991169977925,59.18253079507278,43.85272846811308,54.84276729559747,2020,North America,40.4416941,-79.9900861
Reno,United States,59.68487146072741,48.90510948905108,65.70114942528735,25.130052020808325,68.169968717414,80.24282560706402,96.7525195968645,72.23317992548762,37.14285714285714,2020,North America,39.5261206,-119.8126581
Sacramento,United States,57.86044307546499,47.99270072992701,53.88505747126437,48.17927170868347,59.958289885297184,77.70419426048565,91.85330347144458,42.55971948279641,88.10422282120395,2020,North America,38.5810606,-121.493895
Boston,United States,57.78936145006516,44.069343065693424,86.43678160919542,77.390956382553,44.62982273201252,32.56070640176601,40.84546472564389,79.44334867411791,54.123989218328845,2020,North America,42.3602534,-71.0582912
Nashville,United States,57.07854519606683,57.468717413972875,60.89655172413793,33.21328531412566,69.89051094890512,85.7615894039735,59.65845464725644,54.30637738330046,74.41150044923629,2020,North America,36.1622767,-86.7742984
Saint Louis,United States,56.853453382300685,62.23931178310739,9.35632183908046,99.99999999999999,76.17309697601668,97.9028697571744,90.98544232922733,50.032873109796185,59.55076370170709,2020,North America,38.6264256,-90.1995853
Tucson,United States,55.73984125103662,34.69760166840459,53.60919540229886,15.166066426570623,72.67987486965588,87.74834437086092,83.84658454647257,80.88976550515012,55.795148247978425,2020,North America,32.2228765,-110.9748477
Denver,United States,53.65478023930813,67.45307612095934,74.3448275862069,56.58263305322126,69.60375391032326,72.29580573951435,63.5498320268757,48.49879465264081,26.361185983827493,2020,North America,39.7392364,-104.9848623
Atlanta,United States,52.65963748371048,80.66996871741397,25.356321839080454,39.615846338535405,68.06569343065694,87.08609271523179,47.84434490481523,41.37628753013369,86.46900269541779,2020,North America,33.7489924,-84.3902644
Washington,United States,50.38502547091577,67.34880083420228,38.96551724137931,57.102841136454586,31.96037539103233,69.97792494481237,48.936170212765965,50.931404777558626,71.89577717879605,2020,North America,38.8950368,-77.0365427
Anchorage,United States,49.55573984125105,51.95516162669446,27.83908045977012,18.647458983593424,22.52346193952033,90.83885209713024,89.05375139977603,100.0,0.0,2020,North America,61.2163129,-149.894852
Orlando,United States,49.508352090984474,30.63086548488008,48.436781609195414,30.25210084033614,89.41605839416057,83.44370860927152,62.68197088465845,62.086346701731316,81.97663971248876,2020,North America,28.5421109,-81.3790304
Oakland,United States,49.31880108991826,45.64650677789363,19.67816091954023,91.19647859143657,35.16684045881125,48.233995584988975,60.162374020156776,55.70896340127109,98.45462713387242,2020,North America,37.8044557,-122.2713563
Salt Lake City,United States,48.86861746238598,66.1757038581856,97.49425287356324,56.742697078831526,91.86652763295098,73.95143487858721,71.44456886898097,0.7889546351084675,44.76190476190475,2020,North America,40.7596198,-111.8867975
San Francisco,United States,48.25257670892077,74.71324296141815,46.98850574712644,43.69747899159662,22.132429614181433,32.89183222958057,27.23964165733483,44.11571334648258,100.0,2020,North America,37.7790262,-122.419906
Houston,United States,46.38076057339178,81.76485922836287,22.712643678160916,60.62424969987994,90.9019812304484,95.36423841059603,50.47592385218364,15.538023230330907,78.92183288409703,2020,North America,29.7589382,-95.3676974
Indianapolis,United States,44.22461793626349,40.98018769551616,37.54022988505748,55.70228091236493,87.74765380604796,93.37748344370861,84.12653975363942,40.06136313828621,50.871518418688225,2020,North America,39.7683331,-86.1583502
Baltimore,United States,44.11799549816374,60.818561001042745,0.0,81.95278111244497,67.02294056308654,92.05298013245033,77.4636058230683,32.456717072101696,71.21293800539082,2020,North America,39.2908816,-76.610759
Honolulu,United States,39.95972041227345,12.656412930135566,68.45977011494251,59.02360944377748,26.850886339937432,15.89403973509934,50.39193729003359,56.32259478413325,96.53189577717879,2020,North America,21.2890997,-157.717299
Las Vegas,United States,38.77502665560955,64.25964546402501,41.70114942528735,0.0,84.8279457768509,88.41059602649007,91.37737961926092,28.095551172474245,28.37376460017969,2020,North America,36.1672559,-115.148516
Miami,United States,36.784741144414184,28.25860271115746,47.67816091954023,33.653461384553836,67.36183524504693,65.89403973509934,45.2407614781635,48.542625465702386,79.20934411500448,2020,North America,25.7741728,-80.19362
Phoenix,United States,34.98400663428504,63.45151199165798,49.08045977011494,42.296918767507,84.95828988529719,87.30684326710816,76.37178051511758,12.31645847030461,21.832884097035034,2020,North America,33.4484367,-112.074141
Chicago,United States,31.169292737827273,45.54223149113659,22.505747126436788,49.259703881552596,51.6684045881126,77.92494481236203,49.49608062709966,45.75936883629192,44.025157232704395,2020,North America,41.8755616,-87.6244212
Philadelphia,United States,27.781068593768534,28.219499478623568,29.816091954022994,58.06322529011603,55.161626694473405,78.1456953642384,54.451287793952964,29.278983125136975,65.35489667565139,2020,North America,39.9527237,-75.1635262
